artist,Nationality,citizenship,gender,styles,movement,Art500k_Movements,birth_place,death_place,birth_year,death_year,FirstYear,LastYear,wikiart_pictures_count,locations,locations_with_years,styles_extended,StylesCount,StylesYears,occupations,PaintingsExhibitedAt,PaintingsExhibitedAtCount,PaintingSchool,Influencedby,Influencedon,Pupils,Teachers,FriendsandCoworkers,Contemporary,Type
Richard Lindner,"German,American",Germany,male,Mechanistic Cubism,Cubism,{Cubism:69},Hamburg,New York City,1901.0,1978.0,1955.0,1974.0,69.0,Paris,[],{Mechanistic Cubism:69},{Mechanistic Cubism:69},Mechanistic Cubism:1955-1974,"collagist,designer,graphic artist,university teacher,painter,illustrator",,,,,,,,,No,
Toros Roslin,,Armenian Kingdom of Cilicia,male,Medieval Art,Medieval Art,,,,1210.0,1270.0,,,25.0,,[],{Medieval Art:25},,,illuminator,Armenia,{Armenia:6},,,,,,,,
Giorgio de Chirico,Italian,Greece,male,"Metaphysical art, Neo-baroque, Surrealism, Unknown",Metaphysical art,"{Surrealism,Metaphysical art:197}",Volos,Rome,1888.0,1978.0,1908.0,2006.0,198.0,"Rome,Munich,Ferrara,Florence,Athens,Paris",[],"{Metaphysical art:96},{Neo-baroque:100},{Surrealism:1},{Unknown:1}","{Neo-baroque:100}, {Metaphysical art:97}","Neo-baroque:1909-1969,Metaphysical art:1908-1968","drawer,printmaker,scenographer,jewelry designer,sculptor,painter,illustrator,writer"," Venice, Germany, Rome, Trento, Philadelphia,Italy, CA, France, MI, Stockholm,London, PA, Moderna, Paris, MO, Buffalo, San Francisco, Italy, Sweden, NY, Rovereto, US, Galleria, Ferrara, St. Louis, Nationalmuseum, New York City, IL, Munich, UK, Canada, Milan, Toronto, Trieste, Chicago, Houston, Detroit, Düsseldorf","{Ferrara:1},{Italy:9},{Trieste:1},{Trento:1},{Rovereto:1},{Detroit:1},{MI:1},{US:18},{London:3},{UK:3},{Galleria:1},{Moderna:1},{Milan:1},{Venice:4},{Rome:1},{Munich:1},{Germany:3},{New York City:11},{NY:12},{Nationalmuseum:1},{Stockholm:1},{Sweden:1},{Houston:1},{San Francisco:1},{CA:1},{Chicago:1},{IL:1},{Buffalo:1},{Paris:1},{France:1},{Philadelphia:1},{PA:1},{Düsseldorf:2},{St. Louis:1},{MO:1},{Toronto:1},{Canada:1}",,"Raphael,Arnold Böcklin,Alfred Kubin,Max Klinger,","Salvador Dali,Rene Magritte,Carlo Carra,Metaphysical art,Surrealism,Lettrism,Yves Tanguy,George Ault,Giorgio Morandi,Neo Rauch,",,,"Amedeo Modigliani,",Yes,
Mario Tozzi,Italian,Italy,male,"Metaphysical art, Unknown",Metaphysical art,{Metaphysical art:64},Fossombrone,Saint-Jean-du-Gard,1895.0,1979.0,1920.0,1977.0,64.0,,[],"{Metaphysical art:1},{Unknown:63}",{Metaphysical art:1},,"graphic artist,painter",,,Novecento Italiano,"19 x 34 cm,",,,,,No,
Alan Charlton,British,United Kingdom,male,Minimalism,Minimalism,{Minimalism:11},Sheffield,,1948.0,,1975.0,2001.0,11.0,London,[],{Minimalism:11},{Minimalism:11},Minimalism:1975-1996,"lithographer,painter,artist,diplomat",,,,,,,,,Yes,
Alex Hay,American,United Kingdom,male,"Minimalism, Pop Art",Pop Art,"{Pop Art,Minimalism:11}",,,1930.0,,1963.0,2008.0,11.0,,[],"{Minimalism:8},{Pop Art:3}","{Minimalism:8}, {Pop Art:3}","Minimalism:1963-2008,Pop Art:1964-1968","writer,printmaker,artist",,,,,,,,,Yes,
Andre Cadere,"French,Polish,Romanian",Romania,male,Minimalism,Conceptual Art,"{Conceptual Art,Post-Minimalism:16}",Warsaw,14th arrondissement of Paris,1934.0,1978.0,1970.0,1977.0,16.0,,[],{Minimalism:16},{Minimalism:16},Minimalism:1970-1977,"conceptual artist,video artist,sculptor,artist","Spain, Madrid","{Madrid:1},{Spain:1}",,,,,,,No,
Antonio Calderara,Italian,Kingdom of Italy,male,Minimalism,Minimalism,{Minimalism:23},Abbiategrasso,Ameno,1903.0,1978.0,1956.0,1976.0,23.0,,[],{Minimalism:23},{Minimalism:23},Minimalism:1956-1976,"graphic artist,painter,artist",,,,,,,,,No,
Bruce Nauman,American,United States,male,Minimalism,Post-Minimalism,{Post-Minimalism:15},Fort Wayne,,1941.0,,1966.0,1996.0,15.0,"San Francisco,Pasadena,Mill Valley,Galisteo",[],{Minimalism:15},{Minimalism:15},Minimalism:1966-1996,"video artist,installation artist,drawer,architectural draftsperson,printmaker,performance artist,visual artist,sculptor,television producer,artist,photographer","London, United Kingdom","{London:1},{United Kingdom:1}",,,"David Hammons,",,,,,
Christopher Wilmarth,American,United States,male,"Minimalism, Post-Minimalism",Minimalism,{Minimalism:15},Sonoma,Red Hook,1943.0,1987.0,1968.0,1987.0,15.0,,[],"{Minimalism:9},{Post-Minimalism:6}","{Post-Minimalism:6}, {Minimalism:9}","Post-Minimalism:1968-1987,Minimalism:1971-1977","drawer,sculptor,painter",,,,,,,,,,
Dadamaino,Italian,Kingdom of Italy,female,"Minimalism, Op Art, Spatialism",Spatialism,"{Spatialism,Op Art:20}",Milan,Milan,1930.0,2004.0,1958.0,1996.0,20.0,Milan,['Milan:2000-2003'],"{Minimalism:4},{Op Art:10},{Spatialism:6}","{Op Art:10}, {Minimalism:4}, {Spatialism:6}","Op Art:1960-1973,Minimalism:1960-1996,Spatialism:1958-1979",painter,,,,,,,,,,
Derek Boshier,British,United Kingdom,male,"Minimalism, Pop Art",Pop Art,{Pop Art:22},Portsmouth,Los Angeles,1937.0,2024.0,1962.0,2008.0,22.0,London,[],"{Minimalism:1},{Pop Art:21}","{Pop Art:21}, {Neo-Expressionism:3}, {Minimalism:1}","Pop Art:1962-2008,Neo-Expressionism:1980-1980,Minimalism:1966-1966","serigrapher,video artist,sculptor,painter,artist,photographer","London, UK","{London:1},{UK:1}",,,,,,,Yes,
Edward Krasinski,Polish,Poland,male,Minimalism,Conceptual Art,"{Conceptual Art,Minimalism:15}",Lutsk,Warsaw,1925.0,2004.0,1960.0,2004.0,15.0,Kraków,['Kraków:1940-1940'],{Minimalism:15},"{Minimalism:15}, {Conceptual Art:5}","Minimalism:1960-2004,Conceptual Art:1975-2004","conceptual artist,performance artist,sculptor,painter",,,,,,,,,Yes,
Ettore Spalletti,Italian,Kingdom of Italy,male,Minimalism,Arte Povera,"{Arte Povera,Minimalism:19}",Cappelle sul Tavo,Cappelle sul Tavo,1940.0,2019.0,1979.0,2010.0,19.0,,[],{Minimalism:19},{Minimalism:19},Minimalism:1979-2010,"visual artist,sculptor,painter",,,,,,,,,Yes,
Fred Sandback,American,United States,male,Minimalism,Conceptual Art,"{Conceptual Art,Minimalism:16}",Bronxville,New York City,1943.0,2003.0,1968.0,1986.0,16.0,New York City,['New York City:1971-2003'],{Minimalism:16},{Minimalism:16},Minimalism:1968-1986,"conceptual artist,drawer,visual artist,sculptor,painter",,,,,,,,,,
Gego,"German,Venezuelan",Venezuela,female,"Minimalism, Op Art, Post-Minimalism",Op Art,"{Op Art,Minimalism:31}",Hamburg,Caracas,1912.0,1994.0,1959.0,1989.0,31.0,,[],"{Minimalism:10},{Op Art:18},{Post-Minimalism:3}","{Minimalism:13}, {Op Art:19}, {Post-Minimalism:3}","Minimalism:1966-1977,Op Art:1959-1989,Post-Minimalism:1980-1989","drawer,visual artist,sculptor,painter,illustrator,architect,teacher",,,,,,,,,,
Gianni Piacentino,Italian,Italy,male,Minimalism,Arte Povera,"{Arte Povera:1},{Minimalism:2},{Contemporary art:2},{Arte Povera,Minimalism:14}",Coazze,,1945.0,,1965.0,2007.0,14.0,,[],{Minimalism:14},{Minimalism:14},Minimalism:1965-2007,"sculptor,painter",,,,,,,,,Yes,
Gunter Umberg,German,,,Minimalism,Minimalism,{Minimalism:10},,,,,1977.0,2014.0,10.0,,,{Minimalism:10},{Minimalism:10},Minimalism:1977-2014,,,,Radical Painting Group,,,,,,Yes,
James Bishop,"French,American",United States,male,Minimalism,Minimalism,{Minimalism:10},New Brunswick,Morristown,1816.0,1895.0,1963.0,1986.0,10.0,Trenton,[],{Minimalism:10},{Minimalism:10},Minimalism:1963-1986,"politician,businessperson",,,,,,,,,,
James Licini,Swiss,Switzerland,male,Minimalism,Minimalism,{Minimalism:11},Zurich,,1937.0,,1971.0,2012.0,11.0,,[],{Minimalism:11},{Minimalism:11},Minimalism:1971-2012,visual artist,,,,,,,,,Yes,
Jan Groth,Norwegian,Norway,male,Minimalism,Minimalism,{Minimalism:15},Stavanger,Oslo,1938.0,2022.0,1964.0,1997.0,15.0,,[],{Minimalism:15},{Minimalism:15},Minimalism:1964-1997,"drawer,designer,painter",,,,,,,,,,
Jeremy Moon,British,United Kingdom,male,"Minimalism, Post-Minimalism, Post-Painterly Abstraction",Post-Painterly Abstraction,{Post-Painterly Abstraction:39},,,1934.0,,1960.0,1973.0,39.0,,[],"{Minimalism:2},{Post-Minimalism:2},{Post-Painterly Abstraction:35}","{Post-Painterly Abstraction:35}, {Minimalism:3}, {Post-Minimalism:2}","Post-Painterly Abstraction:1960-1973,Minimalism:1962-1966,Post-Minimalism:1962-1972","painter,artist,businessperson,university teacher,political scientist","Tate Britain, UK, London","{Tate Britain:1},{London:1},{UK:1}",,,,,,,No,
Joachim Bandau,German,Germany,male,"Minimalism, Post-Minimalism",Minimalism,{Minimalism:19},Cologne,,1936.0,,1969.0,2011.0,19.0,Aachen,[],"{Minimalism:15},{Post-Minimalism:4}","{Minimalism:15}, {Post-Minimalism:4}","Minimalism:1978-2011,Post-Minimalism:1969-1990","visual artist,university teacher,sculptor,painter",,,,,,,,,Yes,
Johannes Jan Schoonhoven,Dutch,,,Minimalism,Minimalism,{Minimalism:24},,,,,1960.0,1980.0,24.0,,,{Minimalism:24},{Minimalism:24},Minimalism:1960-1980,,,,Zero,,,,,,,
Katsuhito Nishikawa,Japanese,Japan,male,Minimalism,Minimalism,{Minimalism:26},Tokyo,,1949.0,,1982.0,2005.0,26.0,,[],{Minimalism:26},{Minimalism:26},Minimalism:1982-2005,sculptor,,,,,,,,,Yes,
Keith Sonnier,American,United States,male,Minimalism,Post-Minimalism,"{Postminimalism:1},{Contemporary art:1},{Post-Minimalism:15}",Mamou,Southampton Hospital,1941.0,2020.0,1968.0,2008.0,15.0,,[],{Minimalism:15},{Minimalism:15},Minimalism:1968-2008,"video artist,printmaker,performance artist,multimedia artist,sculptor,artist",United States,{United States:2},,,,,,,Yes,
Kishio Suga,Japanese,Japan,male,"Minimalism, Post-Minimalism",Minimalism,"{Minimalism,Post-Minimalism:12}",Morioka,,1944.0,,1970.0,2012.0,12.0,,[],"{Minimalism:4},{Post-Minimalism:8}","{Post-Minimalism:8}, {Minimalism:4}","Post-Minimalism:1970-2012,Minimalism:1974-1975","installation artist,sculptor",,,Mono-ha,,,,,,Yes,
Kuno Gonschior,German,Germany,male,"Minimalism, Post-Painterly Abstraction",Post-Painterly Abstraction,{Post-Painterly Abstraction:15},Wanne-Eickel,Bochum,1935.0,2010.0,1960.0,2004.0,15.0,,[],"{Minimalism:2},{Post-Painterly Abstraction:13}","{Post-Painterly Abstraction:13}, {Minimalism:2}","Post-Painterly Abstraction:1960-2004,Minimalism:1977-1989","university teacher,painter",,,Zero,"Josef Albers,",,,,,Yes,
Lyman Kipp,American,United States,male,Minimalism,Minimalism,{Minimalism:12},Dobbs Ferry,Bonita Springs,1929.0,2014.0,1962.0,1984.0,12.0,,[],{Minimalism:12},{Minimalism:12},Minimalism:1962-1984,artist,,,Park Place,,,,,,,
Lynda Benglis,American,United States,female,Minimalism,Feminist Art,"{Feminist Art,Post-Minimalism:15}",Lake Charles,,1941.0,,1967.0,2015.0,15.0,New York City,[],{Minimalism:15},{Minimalism:15},Minimalism:1967-1980,"video artist,performance artist,sculptor,painter,photographer",,,,,,,,,Yes,
Martial Raysse,French,France,male,"Minimalism, Nouveau Réalisme, Pop Art",Pop Art,"{Nouveau réalisme:1},{Contemporary art:1},{Pop Art,Nouveau Réalisme:43}",Golfe-Juan,,1936.0,,1960.0,2011.0,43.0,,[],"{Minimalism:3},{Nouveau Réalisme:12},{Pop Art:28}","{Minimalism:3}, {Nouveau Réalisme:32}, {Pop Art:28}, {Orientalism:2}","Nouveau Réalisme:1960-1971,Pop Art:1962-2011,Orientalism:1963-1964","visual artist,film director,sculptor,painter,illustrator,artist",,,,,,,,,Yes,
Martin Barre,French,United Kingdom,male,Minimalism,Minimalism,{Minimalism:21},Birmingham,,1946.0,,1959.0,1977.0,21.0,,[],{Minimalism:21},{Minimalism:21},Minimalism:1959-1977,"painter,photographer",,,,,,,,,No,
Michel Parmentier,French,France,male,Minimalism,Minimalism,{Minimalism:10},Paris,Paris,1938.0,2000.0,1962.0,1992.0,10.0,,[],{Minimalism:10},{Minimalism:10},Minimalism:1962-1992,"painter,association football player",,,BMPT,,,,,,,
Niele Toroni,"French,Swiss",Switzerland,male,Minimalism,Minimalism,{Minimalism:11},Muralto,,1937.0,,1968.0,2015.0,11.0,Paris,[],{Minimalism:11},{Minimalism:11},Minimalism:1968-2008,"drawer,visual artist,painter",,,BMPT,,,,,,Yes,
Paul Brach,American,,male,Minimalism,Minimalism,{Minimalism:16},Saint-Cloud,,1893.0,1939.0,1964.0,1995.0,16.0,,[],{Minimalism:16},{Minimalism:16},Minimalism:1964-1995,"printmaker,lecturer,painter,artist,novelist,chronicler,journalist,poet,writer",,,,,,,,,,
Peter Downsbrough,American,United States,male,Minimalism,Conceptual Art,"{Conceptual Art,Minimalism:10}",New Brunswick,City of Brussels,1940.0,2024.0,1974.0,2013.0,10.0,Molenbeek,['Molenbeek:1989-1989'],{Minimalism:10},{Minimalism:10},Minimalism:1974-2013,"conceptual artist,drawer,visual artist,sculptor,painter,artist,architect,photographer",,,,,,,,,Yes,
Phil Sims,American,United States,male,"Minimalism, Unknown",Minimalism,{Minimalism:15},,,1940.0,,1982.0,2008.0,15.0,,[],"{Minimalism:13},{Unknown:2}",{Minimalism:13},Minimalism:1982-2008,"painter,basketball player",,,Radical Painting Group,,,,,,Yes,
Pierre Soulages,French,France,male,"Minimalism, Tachisme",Abstract Art,{Tachisme:39},Rodez,Centre Hospitalier Universitaire De Nîmes,1919.0,2022.0,1919.0,2011.0,39.0,"Liège,Paris,Courbevoie,Sète",[],"{Minimalism:19},{Tachisme:20}","{Minimalism:19}, {Tachisme:20}","Minimalism:1982-2011,Tachisme:1946-2004","tapestry weaver,copper engraver,theatre designer,printmaker,etcher,ceramicist,graphic artist,sculptor,painter,illustrator,engraver","France, Paris, UK, London","{France:6},{Paris:5},{London:2},{UK:2}",,,,,,,Yes,
Pino Pinelli,Italian,Kingdom of Italy,male,Minimalism,Post-Painterly Abstraction,"{Post-Painterly Abstraction,Post-Minimalism:19}",Milan,Milan,1928.0,1969.0,1975.0,1998.0,19.0,,[],{Minimalism:19},"{Analytical painting:1}, {Minimalism:19}","Analytical painting:1995-1995,Minimalism:1975-1998","railway worker,partisan",,,,,,,,,,
Richard Serra,American,United States,male,Minimalism,Post-Minimalism,{Post-Minimalism:15},San Francisco,Orient,1938.0,2024.0,1967.0,2006.0,15.0,"New Haven,Paris,New York City,Florence",[],{Minimalism:15},"{Minimalism:15}, {Environmental (Land) Art:1}","Minimalism:1967-2006,Environmental (Land) Art:1998-1998","video artist,drawer,visual artist,sculptor,painter,television producer,artist",,,,"Constantin Brancusi,","Jessica Stockholder,",,,,Yes,
Robert Grosvenor,American,,male,Minimalism,Minimalism,{Minimalism:12},,,,,1966.0,1997.0,12.0,London,[],{Minimalism:12},{Minimalism:12},Minimalism:1966-1997,,,,Park Place,,,,,,,
Robert Mangold,American,United States,male,Minimalism,Minimalism,{Minimalism:37},North Tonawanda,,1937.0,,1967.0,2010.0,37.0,,[],{Minimalism:37},{Minimalism:37},Minimalism:1967-2010,"drawer,visual artist,painter,illustrator,artist","NY, Washington DC, New York City, US","{New York City:6},{NY:6},{US:7},{Washington DC:1}",,,,,,,Yes,
Robert Ryman,American,United States,male,Minimalism,Minimalism,{Minimalism:40},Nashville,Greenwich Village,1930.0,2019.0,1955.0,2003.0,40.0,New York City,[],{Minimalism:40},{Minimalism:40},Minimalism:1955-2003,"drawer,visual artist,painter,illustrator","NY, New York City, US","{New York City:3},{NY:3},{US:3}",,,,,,,Yes,
Roman Cotosman,"American,Romanian",Romania,male,Minimalism,Minimalism,{Minimalism:10},Jimbolia,Philadelphia,1935.0,2006.0,1990.0,1990.0,10.0,,[],{Minimalism:10},{Minimalism:10},Minimalism:1990-1990,"printmaker,sculptor,painter",,,111,,,,,,,
Ronald Bladen,"American,Canadian",United States,male,Minimalism,Minimalism,{Minimalism:15},Vancouver,New York City,1918.0,1988.0,1955.0,1985.0,15.0,,[],{Minimalism:15},{Minimalism:15},Minimalism:1955-1985,"drawer,sculptor,painter",,,,,,,,,,
Ruth Vollmer,"American,German",United States,female,Minimalism,Minimalism,"{Minimalism,Post-Minimalism:25}",New York City,New York City,1903.0,1982.0,1959.0,1977.0,25.0,,[],{Minimalism:25},{Minimalism:25},Minimalism:1959-1977,"drawer,sculptor,painter,artist",,,,,,,,,No,
Sheila Hicks,American,United States,female,Minimalism,Post-Minimalism,{Post-Minimalism:14},Hastings,,1934.0,,1962.0,2001.0,14.0,,[],{Minimalism:14},{Minimalism:14},Minimalism:1962-2001,"manufacturer,textile artist,designer,painter,artist,weaver",,,,,,,,,Yes,
Stephen Antonakos,"American,Greek",Greece,male,"Minimalism, Post-Minimalism",Post-Minimalism,{Post-Minimalism:21},Agios Nikolaos,New York City,1926.0,2013.0,1959.0,2008.0,21.0,"Berlin,New York City",[],"{Minimalism:12},{Post-Minimalism:9}","{Minimalism:15}, {Post-Minimalism:9}","Minimalism:1965-2008,Post-Minimalism:1959-2008","kinetic artist,drawer,sculptor,artist",,,,,,,,,Yes,
Tess Jaray,"British,Austrian",United Kingdom,female,"Minimalism, Op Art",Op Art,"{Op Art,Minimalism:18}",Vienna,,1937.0,,1963.0,2012.0,18.0,,[],"{Minimalism:1},{Op Art:17}","{Op Art:17}, {Minimalism:7}","Op Art:1963-2012,Minimalism:1967-2012",painter,,,,,,,,,Yes,
Tony Smith,American,United States,male,Minimalism,Minimalism,{Minimalism:16},,,,,1956.0,1975.0,16.0,,[],{Minimalism:16},{Minimalism:16},Minimalism:1956-1975,"basketball player,rugby league player,cricketer,painter,visual artist,politician",,,,,,,,,No,
Victor Bonato,German,Germany,male,"Minimalism, Op Art, Unknown",Op Art,"{Op Art,Minimalism:18}",Cologne,,1934.0,2019.0,1970.0,1992.0,18.0,,[],"{Minimalism:4},{Op Art:13},{Unknown:1}","{Op Art:13}, {Minimalism:10}","Op Art:1970-1981,Minimalism:1970-1992","sculptor,artist",,,,,,,,,,
Emiliano Di Cavalcanti,Brazilian,Brazil,male,Modernismo,Modernismo,{Modernismo:20},Rio de Janeiro,Rio de Janeiro,1897.0,1976.0,1920.0,1973.0,20.0,,[],{Modernismo:20},"{Cubism:7}, {Modernismo:20}","Cubism:1928-1968,Modernismo:1922-1973","caricaturist,visual artist,painter,illustrator",Brazil,{Brazil:1},,,,,,,No,
Jesus Helguera,Mexican,Mexico,male,Modernismo,Modernismo,{Modernismo:18},Chihuahua City,Córdoba,1910.0,1971.0,,,18.0,,[],{Modernismo:18},{Modernismo:18},,painter,,,,"La leyenda de los volcanes,",,,,,,
Jose Guadalupe Posada,Mexican,Mexico,male,"Modernismo, Unknown",Modernismo,{Modernismo:54},Aguascalientes City,Mexico City,1852.0,1913.0,1870.0,1943.0,55.0,,[],"{Modernismo:54},{Unknown:1}",{Modernismo:54},Modernismo:1870-1913,"printmaker,caricaturist,graphic artist,painter,illustrator",,,,,,,,,No,
Pedro Figari,Uruguayan,Uruguay,male,"Modernismo, Unknown",Modernismo,"{Post-Impressionism:3},{Primitivism:3},{Modern art:3},{Modernismo:3}",Montevideo,Montevideo,1861.0,1938.0,1935.0,1935.0,3.0,,[],"{Modernismo:1},{Unknown:2}",{Modernismo:3},,"drawer,philosopher,visual artist,journalist,pedagogue,painter,educator,politician,lawyer,writer",,,,,,,,,No,
Rene Portocarrero,Cuban,Cuba,male,Modernismo,Modernismo,{Modernismo:26},Cerro,Havana,1912.0,1985.0,1942.0,1981.0,26.0,,[],{Modernismo:26},{Modernismo:26},Modernismo:1942-1981,"drawer,sculptor,painter,illustrator",,,,,,,,,,
Victor Brecheret,,Brazil,male,Modernismo,Modernism,,Farnese,São Paulo,1894.0,1955.0,1920.0,1954.0,20.0,,[],{Modernismo:20},{Modernismo:1},Modernismo:1921-1954,sculptor,,,,,,,,,No,
Andrei Rublev,Russians,Grand Principality of Moscow,male,"Moscow school of icon painting, Unknown",Byzantine Art,{Byzantine Art:58},Grand Principality of Moscow,Andronikov Monastery,1360.0,1430.0,1411.0,1427.0,57.0,,[],"{Moscow school of icon painting:55},{Unknown:2}",{Byzantine:58},Byzantine:1425-1425,"iconographer,painter,illuminator","Vladimir, Zvenigorod, Russia, Moscow","{Russia:48},{Moscow:14},{Zvenigorod:4},{Vladimir:1}",,"Christianity,Annunciation,St.-Matthew,St. Luke,St. Mark,Christianity,Jesus-Christ,Christianity,saints-and-apostles,Jesus-Christ,Nativity,Virgin-Mary,Christianity,saints-and-apostles,St. Mark,Khitrovo-Gospels,Christianity,saints-and-apostles,Khitrovo-Gospels,Christianity,saints-and-apostles,St. Luke,Khitrovo-Gospels,Christianity,saints-and-apostles,St.-Matthew,angels-and-archangels,Khitrovo-Gospels,Christianity,saints-and-apostles,St.-Matthew,Khitrovo-Gospels,Christianity,arts-and-crafts,saints-and-apostles,St. Luke,Khitrovo-Gospels,","Trinity Cathedral (Trinity Lavra of St.Sergius), Sergiyev Posad, Russia,Cathedral of the Annunciation (Moscow Kremlin), Moscow, Russia,Russian State Library, Moscow, Russia,","Paintings for Annunciation Cathedral in the Moscow Kremlin,Khitrovo Gospels,",,"Artists2/Andrei Rublev/Holy Gates 1427.jpg,Artists2/Andrei Rublev/Deposition To Tomb 1427.jpg,Artists2/Andrei Rublev/Birth Of Christ.jpg,Artists2/Andrei Rublev/The Lion Of St Marc.jpg,Artists2/Andrei Rublev/The Eagle Of St John The Evangelist.jpg,Artists2/Andrei Rublev/The Calf Of St Luke.jpg,Artists2/Andrei Rublev/The Angel Of Matthew.jpg,Artists2/Andrei Rublev/St Matthew The Evangelist.jpg,Artists2/Andrei Rublev/St Marc The Evangelist.jpg,Artists2/Andrei Rublev/St Luke The Evangelist.jpg,Artists2/Andrei Rublev/St John The Evangelist.jpg,",No,
Ende,Spanish,Kingdom of León,female,"Mozarabic, Unknown",Pre-Romanesque Art,{Pre-Romanesque Art:33},http://www.wikidata.org/.well-known/genid/195b98d5a287e59da0431440f78583d4,Kingdom of León,,1100.0,,,33.0,Tábara,[],"{Mozarabic:32},{Unknown:1}",{Mozarabic:32},,"illuminator,nun,botanist",,,,,,,,,,
Facundus,Spanish,http://www.wikidata.org/.well-known/genid/a1a64316e3d270ec704ff940f674a446,male,"Mozarabic, Unknown",Romanesque Art,{Romanesque Art:54},León,Sahagún,300.0,304.0,,,54.0,,[],"{Mozarabic:53},{Unknown:1}",{Mozarabic:53},,illuminator,,,,,,,,,,
Carlos Almaraz,,United States,male,"Muralism, Neo-Expressionism, Neo-Impressionism, Pop Art",Neo-Expressionism,,Mexico City,,1941.0,1989.0,,,47.0,,[],"{Muralism:7},{Neo-Expressionism:34},{Neo-Impressionism:1},{Pop Art:5}",,,painter,Los Angeles,{Los Angeles:2},,,,,,,,
Manuel Rodríguez Lozano,Mexican,Mexico,male,"Muralism, Unknown",Muralism,"{Modernismo,Muralism:11}",Mexico City,Mexico City,1891.0,1971.0,1941.0,1944.0,11.0,,[],"{Muralism:1},{Unknown:10}",{Muralism:1},,"drawer,painter","Mexico, Mexico City","{Mexico City:2},{Mexico:2}",,"Museo Nacional de Arte (MUNAL), Mexico City, Mexico,","90 x 115.5 cm,",,,,No,
Emily Kame Kngwarreye,,Australia,female,"Native Art, Unknown",Native Art,,Northern Territory,Papunya,1910.0,1996.0,,,76.0,Northern Territory,[],"{Native Art:75},{Unknown:1}",,,"textile artist,painter",,,,,,,,,,
John Muafangejo,,Namibia,male,Native Art,Expressionism,,Angola,Katutura,1943.0,1987.0,,,17.0,,[],{Native Art:17},,,"printmaker,graphic artist",,,,,,,,,,
Johnny Warangkula Tjupurrula,Australian,,male,Native Art,Native Art,{Native Art:22},Napperby Station,Papunya,1925.0,2001.0,1971.0,1983.0,22.0,,[],{Native Art:22},{Native Art:22},Native Art:1971-1983,painter,,,Papunya Tula,,,,,,,
Stephen Mopope,,United States,male,Native Art,Native Art,,,,1898.0,1974.0,1931.0,1932.0,17.0,,[],{Native Art:17},,,painter,,,,,,,,,No,
Alfred Parsons,British,United Kingdom of Great Britain and Ireland,male,"Naturalism, Realism",Realism,"{Naturalism,Realism:24}",Beckington,,1847.0,1920.0,1880.0,1914.0,24.0,Greater London,[],"{Naturalism:3},{Realism:21}","{Realism:21}, {Naturalism:4}","Realism:1880-1911,Naturalism:1914-1914","botanical illustrator,painter,illustrator,diplomat",,,,,,,,,No,
Archibald Thorburn,British,United Kingdom of Great Britain and Ireland,male,Naturalism,Realism,{Realism:38},Lasswade,Godalming,1860.0,1935.0,1893.0,1935.0,39.0,,[],{Naturalism:39},{Naturalism:38},Naturalism:1893-1935,"lithographer,ornithologist,painter,illustrator",,,,,,,,,No,
August Friedrich Schenck,"German,French",Duchy of Holstein,male,"Naturalism, Romanticism",Romanticism,"{Romanticism,Naturalism:17}",Glückstadt,Écouen,1828.0,1901.0,1865.0,1885.0,17.0,France,[],"{Naturalism:14},{Romanticism:3}","{Romanticism:17}, {Naturalism:14}","Romanticism:1865-1885,Naturalism:1865-1885",painter,"US, Sheffield, UK, Museums, Paris, France, NY, New York City","{Museums:1},{Sheffield:1},{UK:1},{Paris:1},{France:1},{New York City:1},{NY:1},{US:1}",,,,,,,No,
Carl Rungius,"German,American",Germany,male,Naturalism,Naturalism,{Naturalism:16},Neukölln,New York City,1869.0,1959.0,1908.0,1926.0,16.0,New York City,['New York City:1894-1894'],{Naturalism:16},{Naturalism:16},Naturalism:1908-1926,painter,,,,,,,,,No,
Charles Tunnicliffe,British,United Kingdom of Great Britain and Ireland,male,Naturalism,Realism,{Realism:60},Langley,Malltraeth,1901.0,1979.0,,,60.0,,[],{Naturalism:60},{Naturalism:60},,"visual artist,graphic artist,ornithologist,painter,illustrator",,,,,,,,,,
