artist,styles,movement,styles_extended,pictures_count,birth_place,birth_year,death_year,death_place,gender,citizenship,occupations,locations,locations_with_years,birth_date,death_date
Giuseppe Barberis,Romanticism,Romanticism,{Romanticism:200},200,Turin,1517.0,,Milan,male,,"xylographer,engraver",,[],1840.0,1917.0
Gustaf Wappers,Romanticism,Romanticism,{Romanticism:12},12,Antwerp,1803.0,1874.0,Paris,male,United Kingdom of the Netherlands,"history painter,visual artist,portrait painter,university teacher,painter","Antwerp,Paris","['Antwerp:1830-1853', 'Paris:1826-1826,1853-1874']",1803.0,1874.0
Gustave Moreau,"Romanticism, Symbolism, Unknown",Symbolism,"{Romanticism:20},{Symbolism:144},{Unknown:3}",167,Paris,1826.0,1898.0,Rennes,male,France,"sculptor,painter","Paris,Rome,Florence","['Paris:1841-1857,1888-1898,1859-1888,1826-1841', 'Rome:1857-1858,1859-1859', 'Florence:1858-1858,1858-1859']",1826.0,1898.0
Heinrich Bürkel,Romanticism,Romanticism,{Romanticism:30},30,Pirmasens,1802.0,1869.0,Munich,male,Kingdom of Bavaria,painter,Munich,[],1802.0,1869.0
Heinrich Papin,Romanticism,Romanticism,{Romanticism:11},11,Berlin,1786.0,1839.0,Vienna,male,Germany,"lithographer,drawer,artist",,[],1786.0,1839.0
Heinrich Reinhold,Romanticism,Romanticism,{Romanticism:15},15,Gera,1788.0,1825.0,Rome,male,Principality of Reuss-Gera,"landscape painter,painter",,[],1788.0,1825.0
Helen Augusta Hamburger,Romanticism,Romanticism,{Romanticism:8},8,Newington,1836.0,1919.0,Amsterdam,female,United Kingdom of Great Britain and Ireland,painter,"Amsterdam,City of Brussels","['City of Brussels:1865-1879', 'Amsterdam:1865-1865']",1836.0,1919.0
Henry Arthur McArdle,"Romanticism, Unknown",Romanticism,"{Romanticism:10},{Unknown:1}",11,Belfast,1836.0,1908.0,San Antonio,male,United States,"cartographer,painter",,[],1836.0,1908.0
Henry Fuseli,"Romanticism, Unknown",Romanticism,"{Romanticism:28},{Unknown:1}",29,Zurich,1741.0,1825.0,Putney,male,United Kingdom,"drawer,architectural draftsperson,visual artist,graphic artist,artist,poet,art historian,painter,illustrator","Britain,United Kingdom,Germany,Italy,Rome,London","['Britain:1778-1825', 'Italy:1770-1778']",1741.0,1825.0
Henry Raeburn,"Romanticism, Unknown",Romanticism,"{Romanticism:59},{Unknown:1}",60,Stockbridge,1756.0,1823.0,Edinburgh,male,United Kingdom of Great Britain and Ireland,"portraitist,painter","Rome,Edinburgh,London","['Rome:1784-1786', 'London:1784-1784']",1756.0,1823.0
Henryk Rodakowski,Romanticism,Romanticism,{Romanticism:47},47,Lviv,1823.0,1894.0,Kraków,male,Austrian Empire,"portraitist,painter","Italy,Vienna,France,Paris","['Italy:1870-1872', 'Vienna:1889-1893', 'France:1870-1872', 'Paris:1846-1867']",1823.0,1894.0
Hermann Hendrich,"Romanticism, Symbolism",Romanticism,"{Romanticism:7},{Symbolism:8}",15,Heringen,1854.0,1931.0,Szklarska Poręba,male,Germany,painter,,[],1856.0,1931.0
Hermann Ottomar Herzog,Romanticism,Romanticism,{Romanticism:51},51,Bremen,1831.0,1932.0,Philadelphia,male,Germany,painter,,[],1832.0,1932.0
Heywood Hardy,Romanticism,Romanticism,{Romanticism:36},36,Chichester,1842.0,1933.0,West Sussex,male,United Kingdom,"printmaker,painter",,[],1842.0,1933.0
Ivan Aivazovsky,"Romanticism, Unknown",Romanticism,"{Romanticism:691},{Unknown:2}",693,Feodosiia,1817.0,1900.0,Feodosiia,male,Russian Empire,"art collector,visual artist,painter","United Kingdom of Great Britain and Ireland,Berlin,Sevastopol,Amsterdam,United States,Kingdom of Portugal,Saint Petersburg,Vienna,Paris,Khedivate of Egypt,Feodosiia,Ottoman Empire,Kingdom of Greece,Spain",[],1817.0,1900.0
James Archer,Romanticism,Romanticism,{Romanticism:41},41,Edinburgh,1823.0,1904.0,Haslemere,male,United Kingdom of Great Britain and Ireland,painter,,[],1823.0,1904.0
James Campbell,Romanticism,Romanticism,{Romanticism:11},11,,1805.0,1783.0,,male,,,,[],,
James Hamilton,Romanticism,Romanticism,{Romanticism:20},20,,1900.0,1988.0,,male,,,,[],,
James Ward,"Romanticism, Unknown",Romanticism,"{Romanticism:96},{Unknown:1}",97,London,1800.0,1859.0,Cheshunt,male,United Kingdom of Great Britain and Ireland,"portraitist,watercolorist,lithographer,drawer,printmaker,animalier,copyist,caricaturist,visual artist,painter",London,[],1769.0,1859.0
Jan Matejko,"Romanticism, Unknown",Romanticism,"{Romanticism:233},{Unknown:6}",239,Free City of Kraków,1838.0,1893.0,Kraków,male,Cisleithania,"university teacher,painter","Paris,Munich,Vienna",[],1838.0,1893.0
Jean-Baptiste Carpeaux,"Romanticism, Unknown",Romanticism,"{Romanticism:27},{Unknown:2}",29,Valenciennes,1827.0,1875.0,Courbevoie,male,France,"drawer,printmaker,sculptor,painter","Paris,Florence,London",[],1827.0,1875.0
Jenaro Pérez Villaamil,Romanticism,Romanticism,{Romanticism:14},14,Ferrol,1807.0,1854.0,Q2807,male,Spain,"lithographer,painter",,[],1807.0,1854.0
Johan Christian Dahl,"Romanticism, Unknown",Romanticism,"{Romanticism:26},{Unknown:3}",29,Bergen,1788.0,1857.0,Dresden,male,Norway,"painter,professor",Dresden,[],1788.0,1857.0
Johann Baptist Clarot,Romanticism,Romanticism,{Romanticism:14},14,Vienna,1798.0,1855.0,Pest,male,,"watercolorist,lithographer,drawer,painter",,[],1798.0,1855.0
Johann Koler,Romanticism,Romanticism,{Romanticism:16},16,,,1538.0,,male,,canon,,[],,1538.0
Johann Nepomuk Passini,Romanticism,Romanticism,{Romanticism:22},22,Vienna,1789.0,1874.0,Graz,male,Austria,"lithographer,copper engraver,painter,engraver",,[],1798.0,1874.0
John Absolon,"Romanticism, Unknown",Romanticism,"{Romanticism:29},{Unknown:1}",30,London,1815.0,1895.0,London,male,United Kingdom of Great Britain and Ireland,painter,,[],1815.0,1895.0
John Constable,"Romanticism, Unknown",Romanticism,"{Romanticism:108},{Unknown:8}",116,East Bergholt,1776.0,1837.0,Charlotte Street,male,United Kingdom of Great Britain and Ireland,"landscape painter,architectural draftsperson,visual artist,painter,artist","Hampton,Dedham,London,Lavenham",[],1776.0,1837.0
John Crome,"Romanticism, Unknown",Romanticism,"{Romanticism:59},{Unknown:1}",60,Norwich,1768.0,1821.0,Norwich,male,United Kingdom,"landscape painter,etcher,painter,artist",,[],1768.0,1821.0
John Frederick Herring Sr.,Romanticism,Romanticism,{Romanticism:79},79,,,,,,,,,,,
John Glover,Romanticism,Romanticism,{Romanticism:38},38,Houghton on the Hill,1944.0,1849.0,Launceston,male,United Kingdom of Great Britain and Ireland,"landscape painter,painter",,[],1767.0,1849.0
John Hoppner,Romanticism,Romanticism,{Romanticism:55},55,Whitechapel,1758.0,1810.0,Whitechapel,male,United Kingdom,"drawer,painter,artist,engraver",England,[],1758.0,1810.0
John Lee,Romanticism,Romanticism,{Romanticism:4},4,,1915.0,,,male,,"researcher,politician",,[],,
John Martin,"Romanticism, Unknown",Romanticism,"{Romanticism:45},{Unknown:6}",51,Haydon Bridge,1884.0,1854.0,Douglas,male,United Kingdom of Great Britain and Ireland,"history painter,landscape painter,watercolorist,printmaker,etcher,graphic artist,painter,illustrator,artist,engraver,architect,writer","United Kingdom,England",[],1789.0,1854.0
John Pettie,Romanticism,Romanticism,{Romanticism:46},46,Edinburgh,1839.0,1893.0,Hastings,male,United Kingdom of Great Britain and Ireland,painter,,[],1839.0,1893.0
John Quidor,Romanticism,Romanticism,{Romanticism:10},10,Tappan,1801.0,1881.0,Jersey City,male,United States,"history painter,painter,illustrator,artist",New York City,[],1801.0,1881.0
John Roddam Spencer Stanhope,Romanticism,Romanticism,{Romanticism:16},16,Yorkshire,1829.0,1908.0,Florence,male,United Kingdom of Great Britain and Ireland,"architectural draftsperson,painter","Florence,Marlborough,Oxford",[],1829.0,1908.0
John Ruskin,"Romanticism, Symbolism",Romanticism,"{Romanticism:133},{Symbolism:4}",137,London,1819.0,1900.0,Coniston,male,United Kingdom of Great Britain and Ireland,"daguerreotypist,aesthetician,philosopher,literary critic,art critic,sociologist,journalist,art historian,university teacher,painter,poet,architect,writer",Britain,['Britain:1834-1900'],1819.0,1900.0
John Varley,Romanticism,Romanticism,{Romanticism:17},17,Hackney,1947.0,1842.0,Oxford Street,male,United Kingdom of Great Britain and Ireland,"painter,artist,astrologer",,[],1778.0,1842.0
John Wilson Carmichael,Romanticism,Romanticism,{Romanticism:39},39,Newcastle upon Tyne,1799.0,1868.0,Scarborough,male,United Kingdom of Great Britain and Ireland,"drawer,painter,illustrator","Newcastle upon Tyne,London,Scarborough","['Newcastle upon Tyne:1846-1846', 'London:1846-1863', 'Scarborough:1863-1868']",1800.0,1868.0
Julia Margaret Cameron,Romanticism,Romanticism,{Romanticism:16},16,Garden Reach,1815.0,1879.0,Kalutara,female,United Kingdom of Great Britain and Ireland,"artist,writer,photographer","Freshwater,London",[],1815.0,1879.0
Karl Bodmer,Romanticism,Romanticism,{Romanticism:104},104,Zurich,1809.0,1893.0,Paris,male,France,"painter,illustrator,photographer",,[],1809.0,1893.0
Karl Lessing,"Romanticism, Unknown",Romanticism,"{Romanticism:39},{Unknown:1}",40,Wrocław Pracze,1808.0,1880.0,Karlsruhe,male,Kingdom of Prussia,"drawer,painter,artist","Berlin,Karlsruhe,Düsseldorf","['Berlin:1827-1827', 'Karlsruhe:1857-1880', 'Düsseldorf:1827-1827']",1808.0,1880.0
Knud Baade,Romanticism,Romanticism,{Romanticism:77},77,Skjold,1808.0,1879.0,Munich,male,Norway,painter,,[],1808.0,1879.0
Konstantin Flavitsky,Romanticism,Romanticism,{Romanticism:7},7,Moscow,1830.0,1866.0,Saint Petersburg,male,Russian Empire,painter,Russia,[],1830.0,1866.0
Laslett John Pott,Romanticism,Romanticism,{Romanticism:22},22,Newark-on-Trent,1837.0,1898.0,,male,,painter,,[],1837.0,1898.0
Lev Lagorio,"Romanticism, Unknown",Romanticism,"{Romanticism:56},{Unknown:3}",59,Feodosiia,1827.0,1905.0,Saint Petersburg,male,Russian Empire,"watercolorist,painter",,[],1827.0,1905.0
Louis Janmot,"Romanticism, Symbolism, Unknown",Romanticism,"{Romanticism:11},{Symbolism:10},{Unknown:1}",22,Lyon,1814.0,1892.0,2nd arrondissement of Lyon,male,France,"painter,poet","Lyon,Paris",[],1814.0,1892.0
Louis-Philippe Crépin,Romanticism,Romanticism,{Romanticism:21},21,Paris,1772.0,1851.0,Paris,male,France,painter,,[],1772.0,1851.0
Luc-Olivier Merson,"Romanticism, Symbolism",Romanticism,"{Romanticism:30},{Symbolism:70}",100,rue Gracieuse,1846.0,1920.0,rue Denfert-Rochereau,male,France,"postage stamp designer,university teacher,painter,illustrator",,[],1846.0,1920.0
Luis de Madrazo y Kuntz,Romanticism,Romanticism,{Romanticism:14},14,Q2807,1825.0,1897.0,Q2807,male,Spain,painter,,[],1825.0,1897.0
Marcus Larson,"Romanticism, Unknown",Romanticism,"{Romanticism:17},{Unknown:1}",18,Åtvids församling,1825.0,1864.0,London,male,Sweden,painter,,[],1825.0,1864.0
Marcus Stone,Romanticism,Romanticism,{Romanticism:33},33,London,1840.0,1921.0,London,male,United Kingdom of Great Britain and Ireland,"history painter,genre painter,caricaturist,painter,illustrator",London,[],1840.0,1921.0
Mary Josephine Walters,Romanticism,Romanticism,{Romanticism:7},7,,1837.0,1883.0,,female,,painter,,[],1837.0,1883.0
Maurycy Gottlieb,"Romanticism, Unknown",Romanticism,"{Romanticism:18},{Unknown:1}",19,Drohobych,1856.0,1879.0,Kraków,male,Poland,painter,,[],1856.0,1879.0
Maxim Vorobiev,Romanticism,Romanticism,{Romanticism:25},25,Pskov,1787.0,1855.0,Saint Petersburg,male,Russian Empire,painter,,[],1787.0,1855.0
Michela De Vito,Romanticism,Romanticism,{Romanticism:13},13,,,,,,,,,,,
Mårten Eskil Winge,Romanticism,Romanticism,{Romanticism:20},20,Stockholm,1825.0,1896.0,Enköping,male,Sweden,"history painter,drawer,university teacher,painter",Stockholm,[],1825.0,1896.0
Nicolas Toussaint Charlet,Romanticism,Romanticism,{Romanticism:30},30,Paris,1792.0,1845.0,Paris,male,France,"lithographer,printmaker,graphic artist,painter",,[],1792.0,1845.0
Orest Kiprensky,"Romanticism, Unknown",Romanticism,"{Romanticism:228},{Unknown:1}",229,Nezhnovo,1782.0,1836.0,Rome,male,Russian Empire,"graphic artist,painter",,[],1782.0,1836.0
Osman Hamdi,"Romanticism, Unknown",Romanticism,"{Romanticism:19},{Unknown:1}",20,Istanbul,1842.0,1910.0,Kuruçeşme,male,Ottoman Empire,"anthropologist,archaeologist,art historian,painter,politician",,[],1842.0,1910.0
Paul Gavarni,Romanticism,Romanticism,{Romanticism:42},42,Paris,1804.0,1866.0,16th arrondissement of Paris,male,France,"drawer,caricaturist,visual artist,graphic artist,painter,illustrator",Paris,[],1804.0,1866.0
Pavel Svinyin,Romanticism,Romanticism,{Romanticism:54},54,http://www.wikidata.org/.well-known/genid/4e6bf6de868010eec633b490da602d29,1787.0,1839.0,Saint Petersburg,male,Russian Empire,"linguist,publisher,journalist,editor,painter,geographer,editing staff,historian,diplomat,writer","Philadelphia,Saint Petersburg",['Philadelphia:1811-1813'],1787.0,1839.0
Peder Balke,Romanticism,Modernism,{Romanticism:12},12,Helgøya,1804.0,1887.0,Christiania,male,Norway,"lithographer,painter",,[],1804.0,1887.0
Penry Williams,Romanticism,Romanticism,{Romanticism:59},59,Merthyr Tydfil,1866.0,1945.0,Rome,male,Kingdom of Great Britain,painter,,[],1802.0,1885.0
Peter Fendi,Romanticism,Romanticism,{Romanticism:35},35,Vienna,1796.0,1842.0,Vienna,male,Austria,"lithographer,art collector,caricaturist,graphic artist,painter,illustrator",,[],1796.0,1842.0
Peter Nicolai Arbo,Romanticism,Romanticism,{Romanticism:12},12,Gulskogen,1831.0,1892.0,Christiania,male,Norway,painter,,[],1831.0,1892.0
Philipp Otto Runge,Romanticism,Romanticism,{Romanticism:26},26,Wolgast,1777.0,1810.0,Hamburg,male,Swedish Pomerania,"drawer,printmaker,painter,poet,writer","Dresden,Hamburg,Copenhagen",[],1777.0,1810.0
Piotr Michałowski,Romanticism,Romanticism,{Romanticism:23},23,Kraków,1800.0,1855.0,Kraków,male,Russian Empire,"philanthropist,land owner,painter","Vienna,Warsaw,France,Netherlands,Paris,Britain,Italy","['Warsaw:1823-1831', 'France:1845-1849', 'Paris:1832-1835']",1800.0,1855.0
Polychronis Lembesis,Romanticism,Romanticism,{Romanticism:24},24,Salamis Island,1848.0,1913.0,Athens,male,Greece,painter,,[],1848.0,1913.0
Raden Saleh,"Romanticism, Unknown",Romanticism,"{Romanticism:17},{Unknown:1}",18,Semarang,1807.0,1880.0,Bogor,male,Dutch East Indies,"watercolorist,lithographer,drawer,painter,curator","Dutch East Indies,Dresden,Austria-Hungary,Amsterdam,Paris,Algiers",[],1814.0,1880.0
Ralph Blakelock,"Romanticism, Tonalism",Romanticism,"{Romanticism:1},{Tonalism:63}",64,New York City,1847.0,1919.0,Elizabethtown,male,United States,painter,Manhattan,[],1847.0,1919.0
Richard Caton Woodville Jr.,Romanticism,Romanticism,{Romanticism:60},60,London,1856.0,1927.0,London,male,United Kingdom,"journalist,painter,photographer",London,[],1856.0,1927.0
Richard Caton Woodville Sr.,Romanticism,Romanticism,{Romanticism:12},12,,,,,,,,,,,
Richard Dadd,"Romanticism, Unknown",Romanticism,"{Romanticism:14},{Unknown:1}",15,Chatham,1817.0,1886.0,Broadmoor Hospital,male,United Kingdom of Great Britain and Ireland,"architectural draftsperson,painter,illustrator","Cairo,Italy,London,Greece,Turkey",[],1817.0,1886.0
Robert Bateman,Romanticism,Romanticism,{Romanticism:8},8,Staffordshire,1930.0,1922.0,Shropshire,male,United Kingdom of Great Britain and Ireland,"painter,illustrator",,[],1842.0,1922.0
Robert William Buss,Romanticism,Romanticism,{Romanticism:28},28,London,1804.0,1875.0,London,male,United Kingdom,"etcher,painter,illustrator",United Kingdom,[],1804.0,1875.0
Rosario Weiss Zorrilla,Romanticism,Romanticism,{Romanticism:29},29,,,,,,,,,,,
Rudolf von Alt,Romanticism,Romanticism,{Romanticism:108},108,Vienna,1812.0,1905.0,Vienna,male,Austria,"drawer,painter",Vienna,[],1812.0,1905.0
Samuel Morse,Romanticism,Romanticism,{Romanticism:51},51,Charlestown,1791.0,1872.0,Manhattan,male,United States,"university teacher,sculptor,painter,inventor,physicist,writer,photographer","London,Boston,Italy,New York City,Charleston,France",[],1791.0,1872.0
Samuel Palmer,Romanticism,Romanticism,{Romanticism:36},36,Newington,1805.0,1881.0,Redhill,male,United Kingdom of Great Britain and Ireland,"landscape painter,watercolorist,drawer,printmaker,etcher,painter,graphic designer,artist,engraver,printer,poet,writer","London,Rome,Redhill,Bloomsbury",[],1805.0,1881.0
Saverio della Gatta,Romanticism,Romanticism,{Romanticism:56},56,Lecce,1758.0,,,male,,painter,Naples,['Naples:1777-1777'],1758.0,
Simeon Solomon,"Romanticism, Unknown",Romanticism,"{Romanticism:39},{Unknown:1}",40,City of London,1840.0,1905.0,Westminster,male,United Kingdom of Great Britain and Ireland,painter,,[],1840.0,1905.0
Sydney Laurence,Romanticism,Romanticism,{Romanticism:16},16,Brooklyn,1865.0,1940.0,Anchorage,male,United States,painter,,[],1865.0,1940.0
Theodor Leopold Weller,Romanticism,Romanticism,{Romanticism:44},44,Mannheim,1802.0,1880.0,Mannheim,male,Grand Duchy of Baden,"genre painter,painter","Munich,Mannheim,Rome","['Mannheim:1851-1880', 'Rome:1825-1825']",1802.0,1880.0
Thomas Cole,"Romanticism, Unknown",Romanticism,"{Romanticism:138},{Unknown:4}",142,Bolton le Moors,1949.0,,Catskill,male,United Kingdom of Great Britain and Ireland,"painter,illustrator","New York City,Pittsburgh,Philadelphia,Steubenville",[],1801.0,1848.0
Thomas Girtin,Romanticism,Romanticism,{Romanticism:41},41,Southwark,1775.0,1802.0,Southwark,male,United Kingdom of Great Britain and Ireland,"etcher,visual artist,graphic artist,painter,artist","London,Paris",[],1775.0,1802.0
Thomas Hill,Romanticism,Romanticism,{Romanticism:96},96,Birmingham,1971.0,1908.0,Raymond,male,United Kingdom of Great Britain and Ireland,painter,,[],1829.0,1908.0
Thomas Jones,Romanticism,Romanticism,{Romanticism:31},31,Powys,1742.0,1604.0,Wales,male,Wales,"painter,artist","London,Naples,Rome,Britain,Italy","['London:1761-1776', 'Naples:1780-1783', 'Rome:1776-1780', 'Britain:1783-1803', 'Italy:1776-1783']",1742.0,1803.0
Thomas Jones Barker,"Romanticism, Unknown",Romanticism,"{Romanticism:37},{Unknown:1}",38,Bath,1815.0,1882.0,London,male,United Kingdom of Great Britain and Ireland,painter,"Paris,Britain","['Paris:1834-1834', 'Britain:1835-1845']",1815.0,1882.0
Thomas Moran,Romanticism,Romanticism,{Romanticism:248},248,Bolton,1837.0,1926.0,Santa Barbara,male,United States,"lithographer,explorer,etcher,painter",United States,[],1837.0,1926.0
Thomas Stuart Smith,Romanticism,Romanticism,{Romanticism:64},64,Scotland,1815.0,1869.0,Avignon,male,United Kingdom of Great Britain and Ireland,painter,,[],1815.0,1869.0
Thomas Sully,Romanticism,Romanticism,{Romanticism:147},147,Horncastle,1783.0,1872.0,Philadelphia,male,United States,painter,"Philadelphia,Richmond,London,Boston,Charleston,Norfolk",[],1783.0,1872.0
Vincenzo Abbati,Romanticism,Romanticism,{Romanticism:16},16,Naples,1803.0,1866.0,Naples,male,Kingdom of Italy,painter,"Florence,Venice,Graz","['Venice:1846-1859', 'Graz:1843-1843']",1803.0,1866.0
Wilhelm von Kaulbach,Romanticism,Romanticism,{Romanticism:57},57,Bad Arolsen,1805.0,1874.0,Munich,male,Principality of Waldeck and Pyrmont,"visual artist,university teacher,painter,illustrator",,[],1805.0,1874.0
William Barnes Wollen,Romanticism,Romanticism,{Romanticism:11},11,Leipzig,1857.0,1936.0,London,male,United Kingdom of Great Britain and Ireland,painter,London,[],1857.0,1936.0
William Bradford,"Romanticism, Unknown",Romanticism,"{Romanticism:80},{Unknown:40}",120,Fairhaven,1755.0,1808.0,New York City,male,United States,"explorer,painter,photographer",,[],1823.0,1892.0
William Collins,"Romanticism, Unknown",Romanticism,"{Romanticism:69},{Unknown:7}",76,London,1788.0,1847.0,London,male,United Kingdom of Great Britain and Ireland,"etcher,painter,artist",Netherlands,['Netherlands:1828-1828'],1788.0,1847.0
William Gilbert Foster,Romanticism,Romanticism,{Romanticism:16},16,Manchester,1855.0,1906.0,Leeds,male,United Kingdom of Great Britain and Ireland,"painter,illustrator",,[],1855.0,1906.0
William Hart,Romanticism,Romanticism,{Romanticism:39},39,Paisley,1823.0,1894.0,Mount Vernon,male,United States,painter,,[],1823.0,1894.0
William Henry Huddle,Romanticism,Romanticism,{Romanticism:10},10,Wytheville,1847.0,1892.0,Austin,male,United States,painter,,[],1847.0,1892.0
William Holbrook Beard,Romanticism,Romanticism,{Romanticism:37},37,Painesville,1825.0,1900.0,Brooklyn,male,United States,painter,,[],1825.0,1900.0
William Leighton Leitch,Romanticism,Romanticism,{Romanticism:39},39,Glasgow,1804.0,1883.0,London,male,United Kingdom of Great Britain and Ireland,painter,"Glasgow,London",[],1804.0,1883.0
